Date,Symbol,Open,High,Low,Close,Volume
2025-09-19,MSFT,507.34691829589656,516.0319056285313,507.09849160720086,514.6705322265625,52474100
2025-09-22,MSFT,512.3452424901319,514.48167541423,509.3143886623668,511.21240234375,20009300
2025-09-23,MSFT,510.56645428814153,511.35152134239047,504.1173079645634,506.0252380371094,19799600
2025-09-24,MSFT,507.1679860456216,509.2547456727144,503.72976965544393,506.9394226074219,13533700
2025-09-25,MSFT,505.10107733704126,506.8003375404676,501.8616142840625,503.8390808105469,15786500
2025-09-26,MSFT,506.849997214163,510.70558375978015,503.4316440082871,508.2411804199219,16213100
2025-09-29,MSFT,508.2808926445399,513.5971983462931,505.6773863749633,511.3613586425781,17617800
2025-09-30,MSFT,510.0099885223437,514.8990082310244,506.45253207823936,514.6903686523438,19728200
2025-10-01,MSFT,511.56013673304216,517.2342231556227,508.4697238165545,516.4392700195312,22632300
2025-10-02,MSFT,514.3823296081488,518.3173691617891,507.4661094259624,512.4942626953125,21222900
2025-10-03,MSFT,513.8456285403139,517.2143082734997,511.7588690628015,514.0940551757812,15112300
2025-10-06,MSFT,515.3461902238155,527.6880704621805,514.9387971845453,525.2435302734375,21388600
2025-10-07,MSFT,524.9651845969764,526.4656911148447,518.1583193382712,520.6823120117188,14615200
2025-10-08,MSFT,519.9868090400763,523.6336952116123,519.7980023635643,521.546875,13363400
2025-10-09,MSFT,519.0527457511332,521.0302122328587,514.1438325922749,519.1123657226562,18343600
2025-10-10,MSFT,516.3697201998212,520.2849266906686,506.4227072751714,507.7443237304688,24133800
2025-10-13,MSFT,513.1600134586593,513.1600134586593,508.4598005130746,510.81488037109375,14284200
2025-10-14,MSFT,507.018944638121,512.0371813139038,502.8155546768959,510.3379211425781,14684300
2025-10-15,MSFT,511.7191917714538,513.93513816427,506.7903850161382,510.1987915039063,14694700
2025-10-16,MSFT,509.35418580491137,513.5972720757079,504.9321789592231,508.3902587890625,15559600
2025-10-17,MSFT,505.8364635131052,512.2359067167633,504.1173400169688,510.347900390625,19867800
2025-10-20,MSFT,511.3713853844849,515.4356724346321,510.1988187679518,513.5376586914062,14665600
2025-10-21,MSFT,514.2431942660954,515.4257076122852,509.81124074780416,514.4021606445312,15586200
2025-10-22,MSFT,517.870184130928,521.9244631183706,514.4518312300626,517.2639770507812,18962700
2025-10-23,MSFT,519.1720024577996,520.6526156742948,515.3461954332505,517.283935546875,14023500
2025-10-24,MSFT,519.499850577073,522.0437370421222,517.4329845218087,520.314697265625,15532400
2025-10-27,MSFT,528.4333612309177,531.2157277722118,525.6807743511338,528.1749877929688,18734700
2025-10-28,MSFT,546.5386557673307,550.2352153811122,537.366762825241,538.6585693359375,29986700
2025-10-29,MSFT,541.5104645203966,542.8321112501552,533.3521116884923,538.1417846679688,36023000
2025-10-30,MSFT,527.1414377363435,531.6031704966998,518.8340654321457,522.451171875,41023100
2025-10-31,MSFT,525.5515477587454,525.9887810857076,511.8582417946861,514.5512084960938,34006400
2025-11-03,MSFT,516.5385956979154,521.6562086548496,511.3514766558802,513.776123046875,22374700
2025-11-04,MSFT,508.5393367379826,512.3054631947169,504.6439932361389,511.0931701660156,20958700
2025-11-05,MSFT,510.06960470137113,511.5900049686576,503.39189488693165,503.96826171875,23024300
2025-11-06,MSFT,502.4776836990636,502.5174404542645,492.6896676102462,493.9715576171875,27406500
2025-11-07,MSFT,493.8225155697467,496.2372153715257,490.1457889557352,493.6933288574219,24019800
2025-11-10,MSFT,496.8930687697553,503.6602084533397,495.66085193460816,502.8155517578125,26101500
2025-11-11,MSFT,501.6230817360039,506.3928916321033,499.1885187507047,505.4786682128906,17980000
2025-11-12,MSFT,506.1543908722183,508.4498810705414,495.9788447581273,507.9232177734375,26574900
2025-11-13,MSFT,507.09842927280135,510.2683558569415,498.13520636364063,500.1226196289063,25273100
2025-11-14,MSFT,495.0944623167857,508.3803150309122,494.30942559248354,506.96923828125,28505700
2025-11-17,MSFT,505.2501227292945,508.8970088955905,501.7323929449627,504.296142578125,19092800
2025-11-18,MSFT,492.2524466910109,499.8145698875434,483.7165104088928,490.6824035644531,33815100
2025-11-19,MSFT,487.0156083775533,492.0735713081103,479.79134202204426,484.0543518066406,23245300
2025-11-20,MSFT,490.525525238351,491.3817281634789,473.3918355542452,476.308837890625,26802500
2025-11-21,MSFT,476.3785437287191,476.796695003642,466.19388806310616,470.0268249511719,31769200
2025-11-24,MSFT,472.8940649877621,474.7856351712577,465.94500021095376,471.89849853515625,34421000
2025-11-25,MSFT,471.9681767111092,477.0256407210385,462.8288843313517,474.8752136230469,28019800
2025-11-26,MSFT,484.1539406114854,486.1450736050165,479.06661039650686,483.3475341796875,25709100
2025-11-28,MSFT,485.4382224868377,490.4459206738112,484.4924221764412,489.8286743164063,14386700
2025-12-01,MSFT,486.2744758383938,487.68816317334665,482.5012705124726,484.5820007324219,23964000
2025-12-02,MSFT,484.56211884124775,491.312058367048,484.1638983253085,487.82757568359375,19562700
2025-12-03,MSFT,474.2082166599713,482.0930858950488,473.0931871020635,475.6119689941406,34615100
2025-12-04,MSFT,477.6329924690825,479.1860737742951,474.377470578239,478.7081909179688,22318200
2025-12-05,MSFT,480.3807061976695,481.2568095233099,476.7568601661199,481.0178833007813,22608700
2025-12-08,MSFT,482.74025101921535,490.1173719905148,482.2325023858298,488.8430480957031,21965900
2025-12-09,MSFT,486.931555516862,489.93815525049575,486.3342095719457,489.8385925292969,14696100
2025-12-10,MSFT,481.8840433318536,482.10306917330496,472.9737111601482,476.4382934570313,35756200
2025-12-11,MSFT,474.5168367702029,483.8751552220924,473.750231167373,481.3265075683594,24669200
2025-12-12,MSFT,477.6927059881058,480.31105063829824,474.2281237707076,476.4084167480469,21248100
2025-12-15,MSFT,477.97146396596463,478.588710310573,470.4250531780871,472.7148742675781,23727700
2025-12-16,MSFT,469.8177748762136,475.7712732838117,468.79234263095657,474.2779235839844,20705600
2025-12-17,MSFT,474.7956002423544,477.8718969329872,472.8940646732686,474.0090942382813,24527200
2025-12-18,MSFT,476.0699208090834,487.4293375934554,475.7712630284666,481.8342590332031,28573500
2025-12-19,MSFT,485.1992432324443,485.6870914455969,480.3508395546156,483.7656555175781,70836100
2025-12-22,MSFT,483.9647726311972,486.5632169440421,480.5499868948874,482.7701110839844,16963000
2025-12-23,MSFT,482.8298239351052,485.6671639887272,482.5908673290986,484.6915283203125,14683600
2025-12-24,MSFT,483.5267014178325,486.9912835675863,482.680463867149,485.8563232421875,5855900
2025-12-26,MSFT,484.5521325365998,485.9558848600665,483.8054577080926,485.5476989746094,8842200
2025-12-29,MSFT,482.7103401528056,486.1848877649252,482.0333622504328,484.9404296875,10893400
2025-12-30,MSFT,483.7755794175697,487.5089534635432,483.3474931520442,485.3187255859375,13944500
2025-12-31,MSFT,485.6771523949816,485.9758405710775,481.1572720274455,481.4758605957031,15601600
2026-01-02,MSFT,482.24244872265706,482.5112407273309,468.07552715971417,470.84320068359375,25571600
2026-01-05,MSFT,471.95825856508776,473.9593569778809,467.4184776979013,470.7536315917969,25250300
2026-01-06,MSFT,471.69937935780575,476.617480129593,467.6673473241013,476.3885192871094,23037700
2026-01-07,MSFT,477.63296458601815,487.5288974221053,475.8309917616744,481.3265075683594,25564200
2026-01-08,MSFT,479.1063927688648,480.5201105081445,473.7502403609407,475.9902648925781,18162600
2026-01-09,MSFT,471.9582322108041,477.6927047258898,470.106493184136,477.1550903320313,18491000
2026-01-12,MSFT,474.5566738594685,478.8574978399144,473.57104241242143,475.06439208984375,23519900
2026-01-13,MSFT,472.57548334410274,473.6706125344443,463.88420753037366,468.5832824707031,28545800
2026-01-14,MSFT,464.3919198839424,466.1242261748137,455.1431293963808,457.3433227539063,28184300
2026-01-15,MSFT,462.062293141988,462.19172164087615,453.8787357567712,454.6353759765625,23225800
2026-01-16,MSFT,455.8001683410004,461.1364202404358,454.4561779572919,457.8211669921875,34246700
2026-01-20,MSFT,449.2195254560932,454.77477325819245,447.2881239806389,452.5048828125,26130000
2026-01-21,MSFT,450.5934019351739,450.6829992738946,436.7351029497524,442.1410217285156,37980500
2026-01-22,MSFT,445.6354487179439,450.8323067932568,442.7284117030413,449.1398620605469,25349400
2026-01-23,MSFT,449.8665935761158,469.0113467802032,448.5325382185013,463.8841857910156,38000200
2026-01-26,MSFT,463.2470406576191,472.1474075016215,459.9517180089597,468.1950073242188,29291200
2026-01-27,MSFT,471.5998386603028,480.729165976126,471.0622242712429,478.4493103027344,29213900
2026-01-28,MSFT,481.0676716159272,481.59532063648624,475.8807787479093,479.4946899414063,36875400
2026-01-29,MSFT,438.0392806211351,440.5381621786467,419.1533835040837,431.57806396484375,128855300
2026-01-30,MSFT,437.2229597325442,437.65104604221966,424.5593524472701,428.38232421875,58566800
2026-02-02,MSFT,428.332517897532,428.8303011436502,420.3779513468908,421.4929809570313,42219900
2026-02-03,MSFT,420.1390072256922,420.178808008447,406.7486263222299,409.3868713378906,61424100
2026-02-04,MSFT,409.1778088233149,417.9387813848693,407.4256021580933,412.3536682128906,45012400
2026-02-05,MSFT,405.6335909812077,406.4897635323938,390.5806313349955,391.9246520996094,66289200
2026-02-06,MSFT,397.4002746193236,400.0086538663787,391.1779842848308,399.3615417480469,53515300
2026-02-09,MSFT,403.0550898097971,413.0505856348112,399.0927243377603,411.7662963867188,45480500
2026-02-10,MSFT,417.75959730190846,421.801594739736,410.8702943432265,411.437744140625,44857900
2026-02-11,MSFT,414.3348470778888,414.61360447479314,399.2321207098042,402.57720947265625,42491000
2026-02-12,MSFT,403.20440420967,404.3990960787573,396.24540458526855,400.0584106445313,40802400
2026-02-13,MSFT,402.65686886295305,403.7420326637702,396.2852191820681,399.5407409667969,34091600
2026-02-17,MSFT,397.4500470508712,398.7442713079252,392.7808378797226,395.1004943847656,32078800
2026-02-18,MSFT,396.3648852083561,400.77523739702553,394.5629123207548,397.828369140625,23223400
2026-02-19,MSFT,399.82403795970674,403.5559453902056,395.8127368785549,397.5988464355469,28234000
2026-02-20,MSFT,395.2539159508346,399.2552593187824,394.3059873534157,396.37152099609375,34015200
2026-02-23,MSFT,394.14630950985264,394.50551684604494,382.27203437696886,383.6390686035156,43238300
2026-02-24,MSFT,383.3098196996745,388.5185091169527,380.8850482189813,388.1593017578125,33884700
2026-02-25,MSFT,389.68597856263057,400.6023372807383,389.31678308531696,399.7342224121094,43625500
2026-02-26,MSFT,403.8353349281015,406.6093255926281,397.8782360341113,400.851806640625,34405900
2026-02-27,MSFT,390.03523926255787,395.9624042352165,389.0374004516944,391.8912048339844,51367200
2026-03-02,MSFT,392.0109241194205,400.3229381169724,389.78576315389057,397.6886291503906,35474900
2026-03-03,MSFT,392.2903484387299,405.82103971635513,391.8213629990231,403.0570068359375,38199200
2026-03-04,MSFT,400.4027502952161,410.14166638677375,399.4448336072076,404.32427978515625,35808000
2026-03-05,MSFT,403.54596943015656,410.7204021828405,403.525993165685,409.79241943359375,39001300
2026-03-06,MSFT,408.3156433731429,412.1572983375802,407.6271321747383,408.0761413574219,31123900
2026-03-09,MSFT,404.044890641513,409.3234358422322,402.62794618065146,408.5251770019531,30131900
2026-03-10,MSFT,409.1438479339772,409.3134939311744,402.05918625996463,404.8830871582031,31706400
2026-03-11,MSFT,404.6934855668013,408.1260534422115,400.7220762180728,404.0049743652344,25512100
2026-03-12,MSFT,403.7555185610488,405.2422886286942,400.8418158660113,400.9914855957031,27263900
2026-03-13,MSFT,400.1333630935344,403.9251383935716,393.3979511212616,394.6951293945313,26848000
2026-03-16,MSFT,397.209690545171,399.7641553863696,393.9367805641587,399.0856323242188,27733700
2026-03-17,MSFT,399.4049101655112,403.5259891234105,396.8903674487218,398.5467834472656,26228300
2026-03-18,MSFT,396.271723303423,397.13983817793417,390.1549666521916,390.9432678222656,25908500
2026-03-19,MSFT,389.2569126674818,391.6417315076428,386.2234742615233,388.1792297363281,25138800
2026-03-20,MSFT,385.95408868282834,386.1636263101853,379.2984903035221,381.0447082519531,50853200
2026-03-23,MSFT,383.07032058481127,386.3731646745857,380.85511716508233,382.1722717285156,29680100
2026-03-24,MSFT,381.53362193174286,381.6434000325674,371.04635704379217,371.9344177246094,42733600
2026-03-25,MSFT,376.10542586510894,376.2451074667104,368.831172255135,370.2381286621094,31181200
2026-03-26,MSFT,370.01860155518807,373.9101668945663,364.4007640805619,365.1790771484375,36836600
2026-03-27,MSFT,361.1178497172151,361.6666793192034,355.73951450811694,355.9989318847656,37883400
2026-03-30,MSFT,361.1178525849577,364.5703662773937,355.51000344849933,358.1842041015625,44797000
2026-03-31,MSFT,363.7621155862403,372.0940755014272,362.28533367877645,369.3699951171875,45244400
2026-04-01,MSFT,372.682807332766,373.1817267376728,367.4042619540212,368.57171630859375,29417200
2026-04-02,MSFT,366.4163701688664,372.83249667260446,363.3629859357669,372.6528625488281,24099100
2026-04-06,MSFT,372.682794233078,372.9222962461191,368.7014272663852,372.0741271972656,16146600
2026-04-07,MSFT,369.5396147715723,371.645070458656,365.7677853538718,371.48541259765625,21443300
2026-04-08,MSFT,384.148004001906,384.167949815935,370.6073237610428,373.52099609375,33064800
2026-04-09,MSFT,371.6949574789129,372.6927962909368,366.2567237727329,372.26373291015625,30435300
2026-04-10,MSFT,372.17393720824543,374.8281921461914,369.23030048358606,370.0684814453125,28111100
2026-04-13,MSFT,372.8025510733858,383.70895264062807,370.2181521550117,383.539306640625,35745800
2026-04-14,MSFT,387.0816509997633,393.8370088930228,385.684652281273,392.2604064941406,37504500
2026-04-15,MSFT,397.1398382929036,413.47445440771634,395.8725939925935,410.3312683105469,45063400
2026-04-16,MSFT,418.9525857224824,419.9105328997013,411.2492993874727,419.3517456054688,41642400
2026-04-17,MSFT,423.9018933176335,430.64726300981,419.78081413338697,421.8762817382813,48568200
2026-04-20,MSFT,420.2398034863272,422.4150847565369,415.4002792280178,417.1664733886719,27582200
2026-04-21,MSFT,419.33177508554746,426.2567789178336,416.2983670043314,423.2433166503906,32048500
2026-04-22,MSFT,425.2689090952171,432.7626880248645,422.7543663498755,431.984375,29378200
2026-04-23,MSFT,418.9825380949446,422.7443793162959,410.5208543154444,414.8514709472656,38308000
2026-04-24,MSFT,416.0688403922519,424.0316048781353,414.9013556123021,423.7023010253906,27457400
2026-04-27,MSFT,421.46715688014,426.1869149113369,416.1686352924954,423.9018859863281,30867300
2026-04-28,MSFT,423.6524179624475,428.99086152362304,420.9881750222059,428.3222961425781,30438100
2026-04-29,MSFT,423.6623688360089,425.8975483734993,419.38166246548025,423.5426330566406,38288300
2026-04-30,MSFT,409.92216255995794,413.5243765293071,397.1498378648014,406.8987121582031,70909400
2026-05-01,MSFT,411.9078412872606,416.2085240460113,409.5529563541748,413.5443115234375,31372400
2026-05-04,MSFT,410.6505829404435,419.87060358807366,409.9121615309381,412.72607421875,28066500
2026-05-05,MSFT,414.42242364358015,415.8792597859335,407.916495085617,410.4909362792969,25700900
2026-05-06,MSFT,407.1182274562224,417.51572107575487,404.23445872829495,413.0653381347656,30285900
2026-05-07,MSFT,419.2020489501835,427.05506598481406,417.8549909144547,419.8606262207031,34942400
2026-05-08,MSFT,416.48795292910256,417.7252633012779,413.105264767488,414.2228393554688,33383800
2026-05-11,MSFT,406.9885016374445,411.79809190456297,404.6236285818644,411.7681579589844,35657900
2026-05-12,MSFT,413.5842224333829,414.6020070114768,405.7611701670722,406.8887023925781,38594200
2026-05-13,MSFT,402.3286237155428,405.4318878236479,400.1633000811369,404.3342590332031,29667100
2026-05-14,MSFT,403.6058516736889,410.94993067744383,400.013625877668,408.5451354980469,27077500
2026-05-15,MSFT,413.3746572242232,427.24464052002446,412.01761111071977,421.0081481933594,50771200
2026-05-18,MSFT,415.7196062415453,424.2012362508279,414.7117792841577,422.6246643066406,32564100
2026-05-19,MSFT,428.9708919761278,431.7648588737268,415.58987007798993,416.5178833007813,33018700
2026-05-20,MSFT,413.2749005432513,421.18775475321456,410.4110776678385,420.1499938964844,27864000
2026-05-21,MSFT,424.75,426.3399963378906,415.7099914550781,419.0899963378906,31393500
2026-05-22,MSFT,419.5400085449219,424.3999938964844,416.3299865722656,418.5700073242188,22390300
2026-05-26,MSFT,416.4299926757813,419.7699890136719,413.0199890136719,416.0299987792969,30398000
2026-05-27,MSFT,411.010009765625,415.9400024414063,409.5799865722656,412.6700134277344,28901500
2026-05-28,MSFT,412.9800109863281,429.489990234375,412.6700134277344,426.989990234375,47250500
2026-05-29,MSFT,432.5499877929688,450.3299865722656,432.3599853515625,450.239990234375,79654400
2026-06-01,MSFT,464.8399963378906,466.3200073242188,458.2699890136719,460.5199890136719,53628900
2026-06-02,MSFT,446.8800048828125,453.5,440.4299926757813,441.30999755859375,37036800
2026-06-03,MSFT,438.4500122070313,440.3900146484375,424.25,427.3399963378906,39037000
2026-06-04,MSFT,435.80999755859375,436.1499938964844,426.4100036621094,428.0499877929688,26899500
2026-06-05,MSFT,428.3399963378906,429.4700012207031,414.3999938964844,416.6700134277344,34782200
2026-06-08,MSFT,414.1400146484375,417.1600036621094,408.55999755859375,411.739990234375,32086700
2026-06-09,MSFT,409.0299987792969,411.9800109863281,398.4800109863281,403.4100036621094,35317300
2026-06-10,MSFT,398.5499877929688,405.0400085449219,397.1600036621094,397.3599853515625,32576000
2026-06-11,MSFT,395.2099914550781,396.8500061035156,384.0,390.3399963378906,47224100
2026-06-12,MSFT,391.4299926757813,391.739990234375,382.2699890136719,390.739990234375,34865800
2026-06-15,MSFT,396.7999877929688,401.75,392.8500061035156,399.760009765625,32266400
2026-06-16,MSFT,395.7900085449219,396.8399963378906,390.6900024414063,393.8299865722656,31506800
2026-06-17,MSFT,390.25,390.3699951171875,377.3200073242188,378.9100036621094,41987800
2026-06-18,MSFT,377.8200073242188,381.3699951171875,373.2799987792969,379.3999938964844,59714200
2026-06-22,MSFT,375.739990234375,381.6300048828125,367.0700073242188,367.3399963378906,45171100
2026-06-23,MSFT,372.3800048828125,377.2200012207031,370.6700134277344,373.9400024414063,40647600
2026-06-24,MSFT,371.5700073242188,378.8800048828125,364.7799987792969,365.4599914550781,44509900
2026-06-25,MSFT,362.7699890136719,364.2300109863281,349.20001220703125,352.8299865722656,66179000
2026-06-26,MSFT,357.1499938964844,376.6099853515625,355.42999267578125,372.9700012207031,186201600
2026-06-29,MSFT,377.5,380.5,359.8999938964844,368.5700073242188,51229900
2026-06-30,MSFT,371.0299987792969,374.1499938964844,367.4500122070313,373.0199890136719,44945700
2026-07-01,MSFT,380.8299865722656,388.8299865722656,374.8900146484375,384.2799987792969,48065800
2026-07-02,MSFT,384.4800109863281,392.2000122070313,383.7000122070313,390.489990234375,42128900
2026-07-06,MSFT,387.0400085449219,389.1499938964844,381.2200012207031,386.739990234375,34224500
2026-07-07,MSFT,392.489990234375,395.5700073242188,388.2200012207031,388.8399963378906,29297500
2026-07-08,MSFT,384.0299987792969,385.30999755859375,381.3299865722656,383.3399963378906,25908300
2026-07-09,MSFT,374.4500122070313,384.6499938964844,373.3500061035156,384.3599853515625,31083200
2026-07-10,MSFT,387.7999877929688,391.9100036621094,381.5,385.1000061035156,24644600
2026-07-13,MSFT,387.75,393.6499938964844,384.1499938964844,390.989990234375,28914900
2026-07-14,MSFT,382.8200073242188,388.1900024414063,378.6499938964844,384.9299926757813,27863900
2026-07-15,MSFT,387.7999877929688,398.9599914550781,386.3999938964844,395.6300048828125,36253700
2026-07-16,MSFT,398.30999755859375,405.989990234375,392.0499877929688,401.1000061035156,37047400
2026-07-17,MSFT,394.8599853515625,398.3900146484375,389.3900146484375,393.8200073242188,33010300
2026-07-20,MSFT,391.1000061035156,403.1799926757813,389.6700134277344,402.2900085449219,27729614
2026-07-21,MSFT,398.8049926757813,401.4700012207031,396.3200073242188,397.75,23664484
2026-07-22,MSFT,399.5799865722656,401.0,386.9700012207031,390.3399963378906,27810955
